regiao;idade;area;sexo;cor.ou.raca;escolaridade;escolaridadepai;escolaridademae;rendachefedefamiliaultimomes;renda.total.de.todos.os.moradores;numero.de.moradores.no.domicilio;no.ultimo.mes.alguma.pessoa.deste.domicilio.recebeu.rendimentos.do.bolsa.familia;religiao;mulheres.que.usam.roupas.que.mostram.o.corpo.merecem.ser.atacadas;as.mulatas.sao.mais.fogosas.do.que.as.mulheres.brancas;da.pra.entender.que.um.homem.que.cresceu.em.uma.familia.violenta.agrida.sua.mulher;os.homens.devem.ser.a.cabeca.do.lar;casos.de.violencia.dentro.de.casa.devem.ser.discutidos.somente.entre.os.membros.;incomoda.ver.dois.homens,.ou.duas.mulheres,.se.beijando.na.boca.em.publico;se.as.mulheres.soubessem.como.se.comportar,.haveria.menos.estupros;homem.que.bate.na.esposa.tem.que.ir.para.a.cadeia;e.violencia.falar.mentiras.sobre.uma.mulher.para.os.outros;toda.mulher.sonha.em.se.casar;o.que.acontece.com.o.casal.em.casa.nao.interessa.aos.outros;quando.ha.violencia,.os.casais.devem.se.separar;casais.de.pessoas.do.mesmo.sexo.devem.ter.os.mesmos.direitos.dos.outros.casais;da.pra.entender.que.um.homem.rasgue.ou.quebre.as.coisas.da.mulher.se.ficou.nervoso;um.homem.pode.xingar.e.gritar.com.sua.propria.mulher;e.da.natureza.do.homem.ser.violento;em.briga.de.marido.e.mulher,.nao.se.mete.a.colher;a.roupa.suja.deve.ser.lavada.em.casa;uma.mulher.so.se.sente.realizada.quando.tem.filhos;a.mulher.casada.deve.satisfazer.o.marido.na.cama,.mesmo.quando.nao.tem.vontade;piada.de.preto.e.so.brincadeira,.nao.e.racismo;um.casal.de.dois.homens.vive.um.amor.tao.bonito.quanto.entre.um.homem.e.uma.mulher;mulher.que.e.agredida.e.continua.com.o.parceiro.gosta.de.apanhar;casamento.de.homem.com.homem.ou.de.mulher.com.mulher.deve.ser.proibido;a.mulher.que.apanha.em.casa.deve.ficar.quieta.para.nao.prejudicar.os.filhos;a.questao.da.violencia.contra.as.mulheres.recebe.mais.importancia.do.que.merece;tem.mulher.que.e.pra.casar,.tem.mulher.que.e.pra.cama
NORDESTE;30;metropolitano;feminino;parda;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;678;3;1;catolica;discorda total;discorda parcial;discorda total;discorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda parcial;discorda parcial;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial
SUDESTE;23;urbano;feminino;branca;fundamental completa;quarta serie fundamental completa;terceira serie fundamental;700;1600;3;2;catolica;discorda total;concorda total;discorda total;concorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;concorda total
SUDESTE;39;urbano;feminino;branca;segunda serie medio;cursou superior sem concluir;cursou superior sem concluir;1000;1000;4;2;catolica;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;neutro;concorda total;concorda parcial;discorda total;discorda total;discorda total
SUDESTE;53;urbano;feminino;branca;setima serie fundamental;quarta serie fundamental completa;quarta serie fundamental completa;980;1300;3;2;catolica;discorda total;ns;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda parcial
SUDESTE;64;urbano;feminino;parda;fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;900;1300;2;2;catolica;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total
SUDESTE;25;urbano;feminino;parda;terceira serie medio incompleto;quarta serie fundamental completa;quarta serie fundamental completa;1300;2100;4;2;catolica;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;concorda parcial;discorda parcial;concorda parcial;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda parcial
NORDESTE;39;urbano;feminino;branca;primeira serie medio;quarta serie fundamental incompleta;primeira serie fundamental;;1200;3;2;evangelica;discorda total;concorda total;discorda total;discorda total;concorda total;concorda parcial;discorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;concorda parcial;concorda total;concorda total;concorda total;discorda total;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial
NORDESTE;22;urbano;feminino;parda;cursou superior sem concluir;analfabeto ou sem instrucao;quarta serie fundamental completa;;678;3;2;catolica;discorda total;discorda total;discorda total;concorda total;discorda total;discorda parcial;concorda parcial;concorda total;concorda parcial;concorda total;discorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;discorda total;concorda parcial;discorda total;discorda total;concorda parcial;discorda parcial;concorda parcial;discorda total;discorda total;discorda total
NORDESTE;53;urbano;masculino;parda;fundamental completa;segunda serie fundamental;analfabeto ou sem instrucao;678;1400;2;2;sem;concorda total;discorda total;discorda total;discorda parcial;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda parcial;discorda total;discorda total;discorda total;concorda parcial;discorda total;concorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda parcial;concorda total;discorda total
NORDESTE;25;urbano;feminino;preta;terceira serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;;;4;2;evangelica;concorda total;concorda parcial;concorda parcial;concorda total;discorda total;concorda total;discorda total;concorda total;discorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;discorda parcial;concorda parcial
NORTE;25;urbano;masculino;parda;fundamental completa;nao sabe;medio completo;1050;3000;5;2;evangelica;discorda total;neutro;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda total;discorda parcial;discorda total;concorda total;concorda total;discorda total;concorda parcial;concorda parcial
NORTE;45;urbano;feminino;parda;medio completo;nao sabe;quarta serie fundamental completa;350;800;6;2;evangelica;discorda total;ns;discorda total;concorda total;concorda parcial;concorda total;discorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;concorda total;concorda parcial
NORTE;45;urbano;masculino;parda;fundamental completa;nao conheceu;oitava serie fundamental incompleta;1500;1500;4;2;evangelica;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;discorda total
NORDESTE;68;urbano;masculino;branca;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;1500;2000;3;1;catolica;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;discorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda total
SUDESTE;28;metropolitano;masculino;parda;medio completo;fundamental completa;terceira serie medio incompleto;800;2000;7;2;catolica;discorda total;concorda parcial;concorda parcial;discorda total;discorda parcial;concorda total;concorda total;concorda total;neutro;discorda total;discorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;neutro;concorda parcial;discorda total;discorda total;discorda total;discorda parcial;concorda total
NORDESTE;40;urbano;feminino;branca;superior completo;quarta serie fundamental incompleta;quarta serie fundamental incompleta;2000;2000;4;1;catolica;discorda total;concorda parcial;concorda parcial;discorda parcial;concorda total;concorda total;discorda total;concorda parcial;concorda total;discorda total;concorda parcial;concorda total;discorda total;discorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;discorda parcial;discorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;discorda total
SUDESTE;67;metropolitano;masculino;preta;primeira serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;678;2;2;catolica;concorda parcial;concorda parcial;concorda parcial;concorda total;discorda parcial;concorda total;concorda total;concorda total;neutro;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda parcial;ns;concorda parcial;concorda total;discorda total;discorda parcial;concorda parcial
NORDESTE;46;urbano;masculino;branca;oitava serie fundamental incompleta;segunda serie fundamental;primeira serie fundamental;1000;1000;3;2;evangelica;discorda parcial;discorda total;concorda parcial;concorda total;discorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda total;discorda total;discorda total
NORDESTE;64;urbano;feminino;parda;quinta serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;1300;3;2;catolica;concorda parcial;discorda total;concorda total;concorda total;concorda total;discorda total;concorda parcial;concorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;concorda parcial
NORTE;36;urbano;feminino;parda;medio completo;nao conheceu;oitava serie fundamental incompleta;1200;1200;4;2;evangelica;concorda parcial;neutro;discorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda parcial;neutro;concorda parcial;concorda total;discorda total;discorda parcial;discorda total
NORTE;31;urbano;feminino;parda;medio completo;quarta serie fundamental incompleta;fundamental completa;800;800;5;2;catolica;concorda parcial;concorda total;discorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;discorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;concorda total;discorda total;concorda parcial;concorda total
NORTE;25;urbano;feminino;parda;fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;1600;1600;4;2;evangelica;discorda total;neutro;discorda total;concorda total;discorda total;concorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;concorda total;discorda total;concorda total;discorda total;concorda parcial;discorda parcial;concorda total
NORTE;46;urbano;masculino;parda;setima serie fundamental;quinta serie fundamental;terceira serie fundamental;1200;2000;4;2;catolica;discorda total;concorda total;discorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total
NORTE;28;urbano;feminino;parda;medio completo;medio completo;medio completo;400;400;4;2;catolica;discorda total;concorda total;discorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda parcial;concorda parcial
SUDESTE;47;urbano;masculino;preta;quarta serie fundamental completa;terceira serie fundamental;analfabeto ou sem instrucao;800;1000;4;2;catolica;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda total
NORDESTE;53;urbano;feminino;branca;medio completo;quinta serie fundamental;quinta serie fundamental;678;2800;2;2;evangelica;discorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda parcial;discorda parcial;discorda total;discorda total;concorda total;concorda parcial;discorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;discorda parcial;concorda parcial
NORDESTE;29;urbano;masculino;preta;medio completo;primeira serie fundamental;quarta serie fundamental incompleta;1400;3000;3;2;sem;discorda total;discorda total;concorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;discorda total;discorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total
SUDESTE;36;metropolitano;feminino;parda;medio completo;quarta serie fundamental completa;quarta serie fundamental completa;700;1700;7;2;catolica;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;concorda total;ns;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;neutro;concorda total;discorda total;concorda parcial;discorda total;discorda parcial;concorda parcial
SUDESTE;22;urbano;feminino;branca;fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;;;2;2;evangelica;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;neutro;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total
NORDESTE;72;urbano;feminino;branca;sexta serie fundamental;primeira serie fundamental;analfabeto ou sem instrucao;678;;3;2;catolica;concorda parcial;discorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda parcial;concorda parcial;discorda total
NORDESTE;41;urbano;feminino;parda;superior completo;quinta serie fundamental;quinta serie fundamental;2000;3000;5;2;evangelica;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;concorda total;discorda total;concorda parcial;discorda total
SUL;28;urbano;feminino;branca;medio completo;medio completo;setima serie fundamental;1000;4000;5;2;catolica;discorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;neutro;discorda parcial;discorda parcial;neutro;concorda total;ns;discorda parcial;discorda parcial;discorda parcial
SUL;69;urbano;feminino;branca;primeira serie medio;analfabeto ou sem instrucao;analfabeto ou sem instrucao;1700;1700;1;2;catolica;discorda parcial;discorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;discorda total;concorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial
SUDESTE;39;metropolitano;masculino;parda;segunda serie medio;oitava serie fundamental incompleta;quarta serie fundamental completa;2500;2500;4;2;catolica;concorda parcial;discorda parcial;concorda total;discorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;concorda parcial;concorda total;concorda parcial;discorda total;concorda total;discorda total;discorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;concorda total;discorda total;discorda total;concorda total
SUL;67;urbano;masculino;preta;primeira serie fundamental;primeira serie fundamental;primeira serie fundamental;800;1600;3;2;catolica;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;neutro;ns;ns;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;ns;concorda total;discorda total;discorda total
SUDESTE;45;metropolitano;masculino;branca;setima serie fundamental;oitava serie fundamental incompleta;quarta serie fundamental completa;900;1500;3;2;espirita;concorda parcial;discorda total;discorda total;neutro;concorda parcial;discorda parcial;discorda total;concorda parcial;discorda parcial;discorda total;discorda total;discorda total;discorda total;neutro;neutro;discorda parcial;discorda parcial;discorda parcial;concorda parcial;concorda parcial;concorda total;discorda total;concorda parcial;discorda total;discorda parcial;concorda parcial;neutro
SUL;60;urbano;feminino;parda;quarta serie fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;700;1400;2;2;evangelica;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda total;discorda parcial;concorda total;concorda total;discorda total;discorda total
SUDESTE;17;metropolitano;masculino;branca;oitava serie fundamental incompleta;segunda serie medio;segunda serie medio;2500;2500;5;1;catolica;discorda total;neutro;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;discorda total;neutro;concorda parcial;concorda parcial;neutro;discorda total;discorda total;neutro
SUDESTE;47;urbano;masculino;preta;fundamental completa;terceira serie fundamental;quarta serie fundamental completa;1000;1000;1;2;catolica;discorda total;discorda total;concorda parcial;discorda parcial;concorda total;concorda parcial;neutro;concorda parcial;discorda total;neutro;neutro;concorda parcial;concorda total;discorda parcial;neutro;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda parcial;neutro;discorda total;discorda parcial;discorda total;discorda parcial;discorda total
SUL;21;urbano;feminino;parda;fundamental completa;terceira serie fundamental;nao sabe;800;1600;3;2;catolica;discorda parcial;concorda parcial;discorda parcial;concorda total;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial;ns;ns;concorda total;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total
NORDESTE;48;urbano;feminino;branca;fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;2500;3;2;evangelica;concorda parcial;discorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total;concorda total;discorda total;neutro;discorda total;discorda total;concorda total;concorda parcial;discorda total;discorda parcial;discorda total
SUL;37;urbano;masculino;preta;medio completo;fundamental completa;medio completo;900;1800;3;2;catolica;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda total;discorda total;concorda parcial;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial
SUDESTE;38;metropolitano;feminino;branca;medio completo;quarta serie fundamental completa;quarta serie fundamental completa;1500;1500;6;1;catolica;discorda total;discorda total;concorda parcial;discorda parcial;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;discorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial
SUL;32;urbano;feminino;preta;fundamental completa;nao sabe;nao sabe;900;1600;5;2;evangelica;concorda total;concorda parcial;concorda total;neutro;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;neutro;concorda total;concorda total;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;ns;neutro;discorda parcial
SUDESTE;25;metropolitano;feminino;branca;cursou superior sem concluir;setima serie fundamental;quarta serie fundamental completa;3000;3600;5;2;catolica;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;neutro;discorda total;discorda total;discorda total;discorda parcial;concorda parcial;neutro;concorda total;concorda parcial;concorda total;discorda parcial;discorda parcial;concorda total;discorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda total;discorda total
NORDESTE;26;urbano;feminino;preta;medio completo;quarta serie fundamental completa;terceira serie fundamental;678;1500;5;2;catolica;discorda parcial;concorda total;discorda parcial;discorda parcial;discorda total;concorda total;discorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda parcial;discorda parcial;discorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;concorda parcial;discorda total;concorda total;discorda total;concorda parcial
SUL;27;urbano;masculino;branca;medio completo;terceira serie fundamental;terceira serie fundamental;900;3000;4;2;catolica;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;neutro;neutro;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial;discorda total;discorda total;discorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial
SUDESTE;41;metropolitano;feminino;preta;medio completo;terceira serie fundamental;sexta serie fundamental;650;900;3;2;evangelica;discorda total;neutro;concorda parcial;concorda parcial;concorda parcial;discorda parcial;concorda parcial;concorda parcial;neutro;discorda total;discorda total;discorda total;discorda parcial;discorda total;discorda parcial;concorda parcial;neutro;concorda total;discorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;discorda parcial;discorda total;discorda total;discorda total
SUDESTE;28;urbano;masculino;preta;medio completo;sexta serie fundamental;oitava serie fundamental incompleta;;;4;2;catolica;neutro;concorda parcial;discorda total;discorda total;concorda parcial;neutro;concorda parcial;concorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;concorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda total
SUL;43;urbano;feminino;branca;medio completo;medio completo;segunda serie fundamental;;1600;3;2;catolica;discorda parcial;discorda parcial;concorda total;discorda parcial;discorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;concorda total;neutro;discorda total;discorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial
SUDESTE;28;metropolitano;feminino;amarela;segunda serie medio;quarta serie fundamental completa;quarta serie fundamental incompleta;600;1300;4;2;evangelica;discorda parcial;discorda total;discorda total;discorda parcial;discorda parcial;concorda parcial;discorda parcial;concorda total;discorda total;discorda parcial;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;neutro;discorda parcial;concorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;discorda parcial
SUL;22;urbano;masculino;branca;cursou superior sem concluir;superior completo;superior completo;;;3;2;catolica;discorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;neutro;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;neutro;discorda parcial;neutro;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial
NORTE;44;urbano;masculino;parda;quinta serie fundamental;nao sabe;nao sabe;678;678;2;1;catolica;concorda parcial;concorda parcial;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;concorda parcial;discorda total;discorda total;discorda parcial;concorda parcial
SUDESTE;58;urbano;feminino;branca;fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;1000;1400;4;2;espirita;discorda total;neutro;concorda total;concorda parcial;concorda total;neutro;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;neutro;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;discorda total;neutro;discorda total;neutro;discorda total;discorda total;discorda total
SUDESTE;26;metropolitano;feminino;preta;segunda serie medio;segunda serie medio;segunda serie medio;1600;1600;3;2;catolica;discorda total;neutro;discorda total;discorda total;concorda parcial;discorda total;discorda total;concorda total;discorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;neutro;concorda total;concorda total;discorda total;discorda total;discorda total;concorda parcial
SUDESTE;64;metropolitano;masculino;branca;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;500;800;2;2;espirita;discorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;neutro;discorda total;concorda total;discorda total;discorda parcial;discorda parcial;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda parcial;concorda parcial;discorda parcial;discorda total;concorda parcial;discorda parcial;discorda parcial
NORTE;20;urbano;feminino;parda;cursou superior sem concluir;medio completo;medio completo;900;1800;4;2;catolica;concorda total;ns;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;concorda total;concorda parcial
SUL;56;urbano;masculino;preta;quinta serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;900;1900;5;2;evangelica;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;discorda parcial;concorda total;concorda total;concorda parcial;discorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;discorda parcial;discorda parcial;concorda parcial;concorda total;concorda parcial;concorda total;concorda total
SUDESTE;19;urbano;feminino;branca;fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;1500;2200;4;2;evangelica;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total
SUDESTE;42;urbano;feminino;branca;quarta serie fundamental completa;quinta serie fundamental;primeira serie fundamental;800;1500;3;2;catolica;concorda parcial;concorda total;concorda total;discorda total;concorda parcial;discorda total;ns;discorda total;discorda total;concorda total;concorda total;discorda parcial;concorda total;discorda parcial;discorda parcial;discorda total;concorda total;concorda total;discorda total;concorda parcial;ns;neutro;concorda total;discorda total;neutro;neutro;concorda parcial
